feature_set,model,test_file,val_file,policy,feature_count,test_windows,test_positive_windows,threshold,precision,recall,f1,fpr,auroc,pr_auc,tn,fp,fn,tp
drop_phy_radio,rf_per_bssid,RogueAP_24.csv,RogueAP_39.csv,best_f1,95,1001,28,0.34575078562146844,0.11555555555555555,0.9285714285714286,0.20553359683794467,0.20452209660842754,0.8804140361180444,0.1347026878469746,774,199,2,26
drop_phy_radio,rf_per_bssid,RogueAP_24.csv,RogueAP_39.csv,fpr_le_0.20,95,1001,28,0.3173201087761258,0.1145374449339207,0.9285714285714286,0.20392156862745098,0.2065775950668037,0.8804140361180444,0.1347026878469746,772,201,2,26
drop_phy_radio,xgb_per_bssid,RogueAP_25.csv,RogueAP_39.csv,best_f1,95,1001,83,0.590706267356874,0.5,0.963855421686747,0.6584362139917695,0.08714596949891068,0.9706932304380922,0.7442390873365391,838,80,3,80
drop_phy_radio,xgb_per_bssid,RogueAP_25.csv,RogueAP_39.csv,fpr_le_0.20,95,1001,83,0.7136542201042175,0.5131578947368421,0.9397590361445783,0.6638297872340425,0.08061002178649238,0.9706932304380922,0.7442390873365391,844,74,5,78
drop_phy_radio,rf_per_bssid,RogueAP_25.csv,RogueAP_39.csv,best_f1,95,1001,83,0.8646262009935614,0.5903614457831325,0.5903614457831325,0.5903614457831325,0.037037037037037035,0.9666377930020736,0.7036704082412996,884,34,34,49
drop_phy_radio,rf_per_bssid,RogueAP_25.csv,RogueAP_39.csv,fpr_le_0.20,95,1001,83,0.34381706776503734,0.45714285714285713,0.963855421686747,0.6201550387596899,0.10348583877995643,0.9666377930020736,0.7036704082412996,823,95,3,80
drop_phy_radio,xgb_per_bssid,RogueAP_26.csv,RogueAP_39.csv,best_f1,95,1000,79,0.6513188314437872,0.5379310344827586,0.9873417721518988,0.6964285714285714,0.0727470141150923,0.9766077048887424,0.7229682446307955,854,67,1,78
drop_phy_radio,xgb_per_bssid,RogueAP_26.csv,RogueAP_39.csv,fpr_le_0.20,95,1000,79,0.636988639831543,0.5342465753424658,0.9873417721518988,0.6933333333333334,0.0738327904451683,0.9766077048887424,0.7229682446307955,853,68,1,78
drop_phy_radio,rf_per_bssid,RogueAP_26.csv,RogueAP_39.csv,best_f1,95,1000,79,0.3930667375713,0.5165562913907285,0.9873417721518988,0.6782608695652174,0.07926167209554831,0.9767863769430586,0.7384680946022607,848,73,1,78
drop_phy_radio,rf_per_bssid,RogueAP_26.csv,RogueAP_39.csv,fpr_le_0.20,95,1000,79,0.3403772815383136,0.5163398692810458,1.0,0.6810344827586207,0.08034744842562432,0.9767863769430586,0.7384680946022607,847,74,0,79
drop_phy_radio,xgb_per_bssid,RogueAP_27.csv,RogueAP_39.csv,best_f1,95,997,70,0.6752936840057382,0.5384615384615384,0.9,0.6737967914438503,0.05825242718446602,0.9821698258591464,0.8220663004154961,873,54,7,63
drop_phy_radio,xgb_per_bssid,RogueAP_27.csv,RogueAP_39.csv,fpr_le_0.20,95,997,70,0.6526601314544678,0.5338983050847458,0.9,0.6702127659574468,0.0593311758360302,0.9821698258591464,0.8220663004154961,872,55,7,63
drop_phy_radio,rf_per_bssid,RogueAP_27.csv,RogueAP_39.csv,best_f1,95,997,70,0.434685439592997,0.49166666666666664,0.8428571428571429,0.6210526315789474,0.06580366774541532,0.9698412698412698,0.6748491668912315,866,61,11,59
drop_phy_radio,rf_per_bssid,RogueAP_27.csv,RogueAP_39.csv,fpr_le_0.20,95,997,70,0.3918905370386096,0.4878048780487805,0.8571428571428571,0.6217616580310881,0.06796116504854369,0.9698412698412698,0.6748491668912315,864,63,10,60
drop_phy_radio,xgb_per_bssid,RogueAP_28.csv,RogueAP_39.csv,best_f1,95,1001,83,0.9386185526847839,0.7704918032786885,0.5662650602409639,0.6527777777777778,0.015250544662309368,0.9823476914192719,0.8202191962418564,904,14,36,47
drop_phy_radio,xgb_per_bssid,RogueAP_28.csv,RogueAP_39.csv,fpr_le_0.20,95,1001,83,0.6068442463874817,0.5952380952380952,0.9036144578313253,0.7177033492822966,0.05555555555555555,0.9823476914192719,0.8202191962418564,867,51,8,75
drop_phy_radio,rf_per_bssid,RogueAP_28.csv,RogueAP_39.csv,best_f1,95,1001,83,0.3048186540494615,0.5579710144927537,0.927710843373494,0.6968325791855203,0.0664488017429194,0.9750636533060346,0.7510898691895085,857,61,6,77
drop_phy_radio,rf_per_bssid,RogueAP_28.csv,RogueAP_39.csv,fpr_le_0.20,95,1001,83,0.24620283356809622,0.5602836879432624,0.9518072289156626,0.7053571428571429,0.06753812636165578,0.9750636533060346,0.7510898691895085,856,62,4,79
drop_phy_radio,xgb_per_bssid,RogueAP_29.csv,RogueAP_39.csv,best_f1,95,1001,164,0.9468403458595276,0.7300613496932515,0.725609756097561,0.72782874617737,0.052568697729988054,0.9716029955998484,0.8656567921535907,793,44,45,119
drop_phy_radio,xgb_per_bssid,RogueAP_29.csv,RogueAP_39.csv,fpr_le_0.20,95,1001,164,0.6822419166564941,0.599250936329588,0.975609756097561,0.7424593967517401,0.12783751493428913,0.9716029955998484,0.8656567921535907,730,107,4,160
drop_phy_radio,rf_per_bssid,RogueAP_29.csv,RogueAP_39.csv,best_f1,95,1001,164,0.44355478725184644,0.5321428571428571,0.9085365853658537,0.6711711711711712,0.15651135005973715,0.950811551126264,0.7818855149755062,706,131,15,149
drop_phy_radio,rf_per_bssid,RogueAP_29.csv,RogueAP_39.csv,fpr_le_0.20,95,1001,164,0.39669907675634714,0.5255972696245734,0.9390243902439024,0.6739606126914661,0.16606929510155316,0.950811551126264,0.7818855149755062,698,139,10,154
drop_phy_radio,xgb_per_bssid,RogueAP_30.csv,RogueAP_39.csv,best_f1,95,1002,57,0.6889004254341128,0.4274193548387097,0.9298245614035088,0.585635359116022,0.07513227513227513,0.9706488443330549,0.5602984271356579,874,71,4,53
drop_phy_radio,xgb_per_bssid,RogueAP_30.csv,RogueAP_39.csv,fpr_le_0.20,95,1002,57,0.682386577129364,0.424,0.9298245614035088,0.5824175824175825,0.0761904761904762,0.9706488443330549,0.5602984271356579,873,72,4,53
drop_phy_radio,rf_per_bssid,RogueAP_30.csv,RogueAP_39.csv,best_f1,95,1002,57,0.8671694301227433,0.5689655172413793,0.5789473684210527,0.5739130434782609,0.026455026455026454,0.969627773136545,0.5530485334863817,920,25,24,33
drop_phy_radio,rf_per_bssid,RogueAP_30.csv,RogueAP_39.csv,fpr_le_0.20,95,1002,57,0.3826974866426138,0.4153846153846154,0.9473684210526315,0.5775401069518716,0.08042328042328042,0.969627773136545,0.5530485334863817,869,76,3,54
drop_phy_radio,xgb_per_bssid,RogueAP_31.csv,RogueAP_39.csv,best_f1,95,1001,61,0.6673836445808413,0.5607476635514018,0.9836065573770492,0.7142857142857143,0.05,0.9862399720962679,0.7620342681487544,893,47,1,60
drop_phy_radio,xgb_per_bssid,RogueAP_31.csv,RogueAP_39.csv,fpr_le_0.20,95,1001,61,0.6617324948310852,0.5607476635514018,0.9836065573770492,0.7142857142857143,0.05,0.9862399720962679,0.7620342681487544,893,47,1,60
drop_phy_radio,rf_per_bssid,RogueAP_31.csv,RogueAP_39.csv,best_f1,95,1001,61,0.35007286290853573,0.5217391304347826,0.9836065573770492,0.6818181818181818,0.05851063829787234,0.9854202999651204,0.7470779128860764,885,55,1,60
drop_phy_radio,rf_per_bssid,RogueAP_31.csv,RogueAP_39.csv,fpr_le_0.20,95,1001,61,0.2974659640108822,0.5126050420168067,1.0,0.6777777777777778,0.06170212765957447,0.9854202999651204,0.7470779128860764,882,58,0,61
drop_phy_radio,xgb_per_bssid,RogueAP_32.csv,RogueAP_39.csv,best_f1,95,1003,64,0.7004174613952636,0.5210084033613446,0.96875,0.6775956284153005,0.06070287539936102,0.9801317891373802,0.7144741376003633,882,57,2,62
drop_phy_radio,xgb_per_bssid,RogueAP_32.csv,RogueAP_39.csv,fpr_le_0.20,95,1003,64,0.7005939483642578,0.5210084033613446,0.96875,0.6775956284153005,0.06070287539936102,0.9801317891373802,0.7144741376003633,882,57,2,62
drop_phy_radio,rf_per_bssid,RogueAP_32.csv,RogueAP_39.csv,best_f1,95,1003,64,0.43460201533346754,0.5258620689655172,0.953125,0.6777777777777778,0.058572949946751864,0.9709797657082002,0.5762713758801755,884,55,3,61
drop_phy_radio,rf_per_bssid,RogueAP_32.csv,RogueAP_39.csv,fpr_le_0.20,95,1003,64,0.39878553771283354,0.5213675213675214,0.953125,0.6740331491712708,0.059637912673056445,0.9709797657082002,0.5762713758801755,883,56,3,61
drop_phy_radio,xgb_per_bssid,RogueAP_33.csv,RogueAP_39.csv,best_f1,95,1002,67,0.9384008646011353,0.7758620689655172,0.6716417910447762,0.72,0.013903743315508022,0.9877643866230346,0.8423110842732658,922,13,22,45
drop_phy_radio,xgb_per_bssid,RogueAP_33.csv,RogueAP_39.csv,fpr_le_0.20,95,1002,67,0.4771853983402252,0.5826086956521739,1.0,0.7362637362637363,0.051336898395721926,0.9877643866230346,0.8423110842732658,887,48,0,67
drop_phy_radio,rf_per_bssid,RogueAP_33.csv,RogueAP_39.csv,best_f1,95,1002,67,0.28976515962521493,0.5454545454545454,0.9850746268656716,0.7021276595744681,0.058823529411764705,0.982552478250459,0.7571834388906635,880,55,1,66
drop_phy_radio,rf_per_bssid,RogueAP_33.csv,RogueAP_39.csv,fpr_le_0.20,95,1002,67,0.21959537086749276,0.5409836065573771,0.9850746268656716,0.6984126984126984,0.059893048128342244,0.982552478250459,0.7571834388906635,879,56,1,66
drop_phy_radio,xgb_per_bssid,RogueAP_34.csv,RogueAP_39.csv,best_f1,95,1003,91,0.9258441805839539,0.75,0.8571428571428571,0.8,0.02850877192982456,0.9871794871794871,0.8638576789595288,886,26,13,78
drop_phy_radio,xgb_per_bssid,RogueAP_34.csv,RogueAP_39.csv,fpr_le_0.20,95,1003,91,0.6580875515937805,0.6546762589928058,1.0,0.7913043478260869,0.05263157894736842,0.9871794871794871,0.8638576789595288,864,48,0,91
drop_phy_radio,rf_per_bssid,RogueAP_34.csv,RogueAP_39.csv,best_f1,95,1003,91,0.3714025262996639,0.6275862068965518,1.0,0.7711864406779662,0.05921052631578947,0.9825766338924233,0.8204580568281865,858,54,0,91
drop_phy_radio,rf_per_bssid,RogueAP_34.csv,RogueAP_39.csv,fpr_le_0.20,95,1003,91,0.3262380599151436,0.6066666666666667,1.0,0.7551867219917012,0.06469298245614036,0.9825766338924233,0.8204580568281865,853,59,0,91
drop_phy_radio,xgb_per_bssid,RogueAP_35.csv,RogueAP_39.csv,best_f1,95,1003,130,0.6295254635810855,0.6793478260869565,0.9615384615384616,0.7961783439490446,0.06758304696449026,0.9730108379592916,0.8159979813873999,814,59,5,125
drop_phy_radio,xgb_per_bssid,RogueAP_35.csv,RogueAP_39.csv,fpr_le_0.20,95,1003,130,0.6204641461372375,0.6793478260869565,0.9615384615384616,0.7961783439490446,0.06758304696449026,0.9730108379592916,0.8159979813873999,814,59,5,125
drop_phy_radio,rf_per_bssid,RogueAP_35.csv,RogueAP_39.csv,best_f1,95,1003,130,0.3864736703249234,0.6313131313131313,0.9615384615384616,0.7621951219512195,0.0836197021764032,0.9641025641025641,0.7477463472954357,800,73,5,125
drop_phy_radio,rf_per_bssid,RogueAP_35.csv,RogueAP_39.csv,fpr_le_0.20,95,1003,130,0.32498622168253816,0.6268656716417911,0.9692307692307692,0.7613293051359517,0.0859106529209622,0.9641025641025641,0.7477463472954357,798,75,4,126
drop_phy_radio,xgb_per_bssid,RogueAP_36.csv,RogueAP_39.csv,best_f1,95,1003,67,0.6422118878364566,0.55,0.9850746268656716,0.7058823529411765,0.057692307692307696,0.9807373389462942,0.7558179606487656,882,54,1,66
drop_phy_radio,xgb_per_bssid,RogueAP_36.csv,RogueAP_39.csv,fpr_le_0.20,95,1003,67,0.6356098055839539,0.55,0.9850746268656716,0.7058823529411765,0.057692307692307696,0.9807373389462942,0.7558179606487656,882,54,1,66
drop_phy_radio,rf_per_bssid,RogueAP_36.csv,RogueAP_39.csv,best_f1,95,1003,67,0.3548669799294008,0.532258064516129,0.9850746268656716,0.6910994764397905,0.06196581196581197,0.9791746396224008,0.6834142052131491,878,58,1,66
drop_phy_radio,rf_per_bssid,RogueAP_36.csv,RogueAP_39.csv,fpr_le_0.20,95,1003,67,0.3127414234109133,0.528,0.9850746268656716,0.6875,0.06303418803418803,0.9791746396224008,0.6834142052131491,877,59,1,66
drop_phy_radio,xgb_per_bssid,RogueAP_37.csv,RogueAP_39.csv,best_f1,95,1001,105,0.6779814767837529,0.5737704918032787,1.0,0.7291666666666666,0.08705357142857142,0.9691857993197279,0.7284179240829891,818,78,0,105
drop_phy_radio,xgb_per_bssid,RogueAP_37.csv,RogueAP_39.csv,fpr_le_0.20,95,1001,105,0.7135056853294373,0.574585635359116,0.9904761904761905,0.7272727272727273,0.0859375,0.9691857993197279,0.7284179240829891,819,77,1,104
drop_phy_radio,rf_per_bssid,RogueAP_37.csv,RogueAP_39.csv,best_f1,95,1001,105,0.41895944596308865,0.5591397849462365,0.9904761904761905,0.7147766323024055,0.09151785714285714,0.9687393707482993,0.709725008238012,814,82,1,104
drop_phy_radio,rf_per_bssid,RogueAP_37.csv,RogueAP_39.csv,fpr_le_0.20,95,1001,105,0.3709231790567165,0.5555555555555556,1.0,0.7142857142857143,0.09375,0.9687393707482993,0.709725008238012,812,84,0,105
drop_phy_radio,xgb_per_bssid,RogueAP_38.csv,RogueAP_39.csv,best_f1,95,1003,114,0.7014085817337037,0.6766467065868264,0.9912280701754386,0.8042704626334519,0.06074240719910011,0.9810747340792927,0.847668811543804,835,54,1,113
drop_phy_radio,xgb_per_bssid,RogueAP_38.csv,RogueAP_39.csv,fpr_le_0.20,95,1003,114,0.7035964131355286,0.6766467065868264,0.9912280701754386,0.8042704626334519,0.06074240719910011,0.9810747340792927,0.847668811543804,835,54,1,113
drop_phy_radio,rf_per_bssid,RogueAP_38.csv,RogueAP_39.csv,best_f1,95,1003,114,0.3706324906180004,0.6473988439306358,0.9824561403508771,0.7804878048780488,0.0686164229471316,0.9710003354843803,0.7234774940797393,828,61,2,112
drop_phy_radio,rf_per_bssid,RogueAP_38.csv,RogueAP_39.csv,fpr_le_0.20,95,1003,114,0.329136288877008,0.6436781609195402,0.9824561403508771,0.7777777777777778,0.06974128233970754,0.9710003354843803,0.7234774940797393,827,62,2,112
drop_phy_radio,xgb_per_bssid,RogueAP_39.csv,RogueAP_38.csv,best_f1,95,465,24,0.8122351217269901,0.55,0.9166666666666666,0.6875,0.04081632653061224,0.983843537414966,0.7346634107828778,423,18,2,22
drop_phy_radio,xgb_per_bssid,RogueAP_39.csv,RogueAP_38.csv,fpr_le_0.20,95,465,24,0.6682002544403076,0.5581395348837209,1.0,0.7164179104477612,0.04308390022675737,0.983843537414966,0.7346634107828778,422,19,0,24
drop_phy_radio,rf_per_bssid,RogueAP_39.csv,RogueAP_38.csv,best_f1,95,465,24,0.5389155685629989,0.5365853658536586,0.9166666666666666,0.676923076923077,0.04308390022675737,0.9814814814814814,0.7181785792714624,422,19,2,22
drop_phy_radio,rf_per_bssid,RogueAP_39.csv,RogueAP_38.csv,fpr_le_0.20,95,465,24,0.16093922468476066,0.5217391304347826,1.0,0.6857142857142857,0.049886621315192746,0.9814814814814814,0.7181785792714624,419,22,0,24
drop_timing_seq,xgb_per_bssid,RogueAP_23.csv,RogueAP_39.csv,best_f1,129,1000,1,0.7338270664215102,0.02564102564102564,1.0,0.05,0.03803803803803804,0.9969969969969971,0.25,961,38,0,1
drop_timing_seq,xgb_per_bssid,RogueAP_23.csv,RogueAP_39.csv,fpr_le_0.20,129,1000,1,0.8533976674079895,0.047619047619047616,1.0,0.09090909090909091,0.02002002002002002,0.9969969969969971,0.25,979,20,0,1
drop_timing_seq,rf_per_bssid,RogueAP_23.csv,RogueAP_39.csv,best_f1,129,1000,1,0.7146504491949603,0.038461538461538464,1.0,0.07407407407407407,0.025025025025025027,0.998998998998999,0.5,974,25,0,1
drop_timing_seq,rf_per_bssid,RogueAP_23.csv,RogueAP_39.csv,fpr_le_0.20,129,1000,1,0.7103723956019191,0.038461538461538464,1.0,0.07407407407407407,0.025025025025025027,0.998998998998999,0.5,974,25,0,1
drop_timing_seq,xgb_per_bssid,RogueAP_24.csv,RogueAP_39.csv,best_f1,129,1001,28,0.8288024997711185,0.2066115702479339,0.8928571428571429,0.33557046979865773,0.0986639260020555,0.9472911466744971,0.2592656021539797,877,96,3,25
drop_timing_seq,xgb_per_bssid,RogueAP_24.csv,RogueAP_39.csv,fpr_le_0.20,129,1001,28,0.8597689867019653,0.21052631578947367,0.8571428571428571,0.3380281690140845,0.09249743062692703,0.9472911466744971,0.2592656021539797,883,90,4,24
drop_timing_seq,rf_per_bssid,RogueAP_24.csv,RogueAP_39.csv,best_f1,129,1001,28,0.6238767938900119,0.1319796954314721,0.9285714285714286,0.2311111111111111,0.17574511819116137,0.928718249889884,0.19502875819692017,802,171,2,26
drop_timing_seq,rf_per_bssid,RogueAP_24.csv,RogueAP_39.csv,fpr_le_0.20,129,1001,28,0.591358059791055,0.1306532663316583,0.9285714285714286,0.2290748898678414,0.1778006166495375,0.928718249889884,0.19502875819692017,800,173,2,26
drop_timing_seq,xgb_per_bssid,RogueAP_25.csv,RogueAP_39.csv,best_f1,129,1001,83,0.6842016291618367,0.5159235668789809,0.9759036144578314,0.675,0.08278867102396514,0.9672612016694228,0.7017546855934245,842,76,2,81
drop_timing_seq,xgb_per_bssid,RogueAP_25.csv,RogueAP_39.csv,fpr_le_0.20,129,1001,83,0.8486195802688599,0.5179856115107914,0.8674698795180723,0.6486486486486487,0.07298474945533769,0.9672612016694228,0.7017546855934245,851,67,11,72
drop_timing_seq,rf_per_bssid,RogueAP_25.csv,RogueAP_39.csv,best_f1,129,1001,83,0.6684416712177619,0.5075757575757576,0.8072289156626506,0.6232558139534884,0.07080610021786492,0.958855027954957,0.5739092292287667,853,65,16,67
drop_timing_seq,rf_per_bssid,RogueAP_25.csv,RogueAP_39.csv,fpr_le_0.20,129,1001,83,0.6552030638492108,0.4962962962962963,0.8072289156626506,0.6146788990825688,0.07407407407407407,0.958855027954957,0.5739092292287667,850,68,16,67
drop_timing_seq,xgb_per_bssid,RogueAP_26.csv,RogueAP_39.csv,best_f1,129,1000,79,0.7407213640213027,0.5486111111111112,1.0,0.7085201793721974,0.07057546145494029,0.9766351928970985,0.7219360080363343,856,65,0,79
drop_timing_seq,xgb_per_bssid,RogueAP_26.csv,RogueAP_39.csv,fpr_le_0.20,129,1000,79,0.8616549372673035,0.5652173913043478,0.9873417721518988,0.7188940092165899,0.06514657980456026,0.9766351928970985,0.7219360080363343,861,60,1,78
drop_timing_seq,rf_per_bssid,RogueAP_26.csv,RogueAP_39.csv,best_f1,129,1000,79,0.6485341403175546,0.5492957746478874,0.9873417721518988,0.7058823529411765,0.06948968512486428,0.9702167429458898,0.6405931651741525,857,64,1,78
drop_timing_seq,rf_per_bssid,RogueAP_26.csv,RogueAP_39.csv,fpr_le_0.20,129,1000,79,0.6171259906334423,0.541095890410959,1.0,0.7022222222222222,0.0727470141150923,0.9702167429458898,0.6405931651741525,854,67,0,79
drop_timing_seq,xgb_per_bssid,RogueAP_27.csv,RogueAP_39.csv,best_f1,129,997,70,0.7571238708496102,0.5565217391304348,0.9142857142857143,0.6918918918918919,0.05501618122977346,0.9804284173216211,0.7907989021667401,876,51,6,64
drop_timing_seq,xgb_per_bssid,RogueAP_27.csv,RogueAP_39.csv,fpr_le_0.20,129,997,70,0.8265863060951233,0.5504587155963303,0.8571428571428571,0.6703910614525139,0.05285868392664509,0.9804284173216211,0.7907989021667401,878,49,10,60
drop_timing_seq,rf_per_bssid,RogueAP_27.csv,RogueAP_39.csv,best_f1,129,997,70,0.5945408404000001,0.5166666666666667,0.8857142857142857,0.6526315789473685,0.06256742179072276,0.9681615040838342,0.6435534024123227,869,58,8,62
drop_timing_seq,rf_per_bssid,RogueAP_27.csv,RogueAP_39.csv,fpr_le_0.20,129,997,70,0.5408139201112336,0.5081967213114754,0.8857142857142857,0.6458333333333334,0.06472491909385113,0.9681615040838342,0.6435534024123227,867,60,8,62
drop_timing_seq,xgb_per_bssid,RogueAP_28.csv,RogueAP_39.csv,best_f1,129,1001,83,0.6972650146484382,0.6141732283464567,0.9397590361445783,0.7428571428571429,0.05337690631808279,0.9856156652754811,0.8619138939713928,869,49,5,78
drop_timing_seq,xgb_per_bssid,RogueAP_28.csv,RogueAP_39.csv,fpr_le_0.20,129,1001,83,0.7495734691619873,0.6446280991735537,0.9397590361445783,0.7647058823529411,0.046840958605664486,0.9856156652754811,0.8619138939713928,875,43,5,78
drop_timing_seq,rf_per_bssid,RogueAP_28.csv,RogueAP_39.csv,best_f1,129,1001,83,0.45709376846441535,0.5693430656934306,0.9397590361445783,0.7090909090909091,0.06427015250544663,0.9755230070609234,0.7463445203675005,859,59,5,78
drop_timing_seq,rf_per_bssid,RogueAP_28.csv,RogueAP_39.csv,fpr_le_0.20,129,1001,83,0.3899334502309893,0.5594405594405595,0.963855421686747,0.7079646017699115,0.06862745098039216,0.9755230070609234,0.7463445203675005,855,63,3,80
drop_timing_seq,xgb_per_bssid,RogueAP_29.csv,RogueAP_39.csv,best_f1,129,1001,164,0.8354661631584172,0.6666666666666666,0.926829268292683,0.7755102040816326,0.0908004778972521,0.9689366786140979,0.8279212928201045,761,76,12,152
drop_timing_seq,xgb_per_bssid,RogueAP_29.csv,RogueAP_39.csv,fpr_le_0.20,129,1001,164,0.8683546185493469,0.680365296803653,0.9085365853658537,0.7780678851174935,0.08363201911589008,0.9689366786140979,0.8279212928201045,767,70,15,149
drop_timing_seq,rf_per_bssid,RogueAP_29.csv,RogueAP_39.csv,best_f1,129,1001,164,0.6896420839562121,0.6115702479338843,0.9024390243902439,0.729064039408867,0.11230585424133811,0.9549858670629717,0.7834515818147614,743,94,16,148
drop_timing_seq,rf_per_bssid,RogueAP_29.csv,RogueAP_39.csv,fpr_le_0.20,129,1001,164,0.6537682697840507,0.5983935742971888,0.9085365853658537,0.7215496368038741,0.11947431302270012,0.9549858670629717,0.7834515818147614,737,100,15,149
drop_timing_seq,xgb_per_bssid,RogueAP_30.csv,RogueAP_39.csv,best_f1,129,1002,57,0.730045790672303,0.42748091603053434,0.9824561403508771,0.5957446808510638,0.07936507936507936,0.9696834679290819,0.5825853486373979,870,75,1,56
drop_timing_seq,xgb_per_bssid,RogueAP_30.csv,RogueAP_39.csv,fpr_le_0.20,129,1002,57,0.7920328974723816,0.4365079365079365,0.9649122807017544,0.6010928961748634,0.07513227513227513,0.9696834679290819,0.5825853486373979,874,71,2,55
drop_timing_seq,rf_per_bssid,RogueAP_30.csv,RogueAP_39.csv,best_f1,129,1002,57,0.6468131679788733,0.424,0.9298245614035088,0.5824175824175825,0.0761904761904762,0.9669729880256197,0.5014775413089936,873,72,4,53
drop_timing_seq,rf_per_bssid,RogueAP_30.csv,RogueAP_39.csv,fpr_le_0.20,129,1002,57,0.6105890289091837,0.42063492063492064,0.9298245614035088,0.5792349726775956,0.07724867724867725,0.9669729880256197,0.5014775413089936,872,73,4,53
drop_timing_seq,xgb_per_bssid,RogueAP_31.csv,RogueAP_39.csv,best_f1,129,1001,61,0.7621589255332959,0.5566037735849056,0.9672131147540983,0.7065868263473054,0.05,0.9812347401464946,0.673514594972592,893,47,2,59
drop_timing_seq,xgb_per_bssid,RogueAP_31.csv,RogueAP_39.csv,fpr_le_0.20,129,1001,61,0.8694720268249512,0.58,0.9508196721311475,0.7204968944099379,0.04468085106382979,0.9812347401464946,0.673514594972592,898,42,3,58
drop_timing_seq,rf_per_bssid,RogueAP_31.csv,RogueAP_39.csv,best_f1,129,1001,61,0.6470618943503598,0.5545454545454546,1.0,0.7134502923976608,0.052127659574468084,0.9795256365538891,0.6934638952236929,891,49,0,61
drop_timing_seq,rf_per_bssid,RogueAP_31.csv,RogueAP_39.csv,fpr_le_0.20,129,1001,61,0.6330528527320511,0.5495495495495496,1.0,0.7093023255813954,0.05319148936170213,0.9795256365538891,0.6934638952236929,890,50,0,61
drop_timing_seq,xgb_per_bssid,RogueAP_32.csv,RogueAP_39.csv,best_f1,129,1003,64,0.6689514684677144,0.5203252032520326,1.0,0.6844919786096256,0.06283280085197018,0.9702642438764644,0.5745582582675015,880,59,0,64
drop_timing_seq,xgb_per_bssid,RogueAP_32.csv,RogueAP_39.csv,fpr_le_0.20,129,1003,64,0.8311383724212646,0.525,0.984375,0.6847826086956522,0.06070287539936102,0.9702642438764644,0.5745582582675015,882,57,1,63
drop_timing_seq,rf_per_bssid,RogueAP_32.csv,RogueAP_39.csv,best_f1,129,1003,64,0.6454246144636048,0.5126050420168067,0.953125,0.6666666666666666,0.0617678381256656,0.9631256656017039,0.45408538715806485,881,58,3,61
drop_timing_seq,rf_per_bssid,RogueAP_32.csv,RogueAP_39.csv,fpr_le_0.20,129,1003,64,0.6131067316207987,0.512396694214876,0.96875,0.6702702702702703,0.06283280085197018,0.9631256656017039,0.45408538715806485,880,59,2,62
drop_timing_seq,xgb_per_bssid,RogueAP_33.csv,RogueAP_39.csv,best_f1,129,1002,67,0.6671675777435317,0.5982142857142857,1.0,0.7486033519553073,0.0481283422459893,0.9816665336419508,0.7652237169081502,890,45,0,67
drop_timing_seq,xgb_per_bssid,RogueAP_33.csv,RogueAP_39.csv,fpr_le_0.20,129,1002,67,0.7922528982162476,0.6055045871559633,0.9850746268656716,0.75,0.045989304812834225,0.9816665336419508,0.7652237169081502,892,43,1,66
drop_timing_seq,rf_per_bssid,RogueAP_33.csv,RogueAP_39.csv,best_f1,129,1002,67,0.5157495295621104,0.5701754385964912,0.9701492537313433,0.7182320441988951,0.052406417112299465,0.9797908851464603,0.7019126887104983,886,49,2,65
drop_timing_seq,rf_per_bssid,RogueAP_33.csv,RogueAP_39.csv,fpr_le_0.20,129,1002,67,0.40810844701947036,0.559322033898305,0.9850746268656716,0.7135135135135136,0.05561497326203209,0.9797908851464603,0.7019126887104983,883,52,1,66
drop_timing_seq,xgb_per_bssid,RogueAP_34.csv,RogueAP_39.csv,best_f1,129,1003,91,0.7215646243095413,0.6617647058823529,0.989010989010989,0.7929515418502202,0.05043859649122807,0.9835767302872567,0.8337116244678532,866,46,1,90
drop_timing_seq,xgb_per_bssid,RogueAP_34.csv,RogueAP_39.csv,fpr_le_0.20,129,1003,91,0.8447088599205017,0.6796875,0.9560439560439561,0.7945205479452054,0.044956140350877194,0.9835767302872567,0.8337116244678532,871,41,4,87
drop_timing_seq,rf_per_bssid,RogueAP_34.csv,RogueAP_39.csv,best_f1,129,1003,91,0.6435402908735781,0.6439393939393939,0.9340659340659341,0.7623318385650224,0.051535087719298246,0.9756964526701368,0.7125747294209941,865,47,6,85
drop_timing_seq,rf_per_bssid,RogueAP_34.csv,RogueAP_39.csv,fpr_le_0.20,129,1003,91,0.6129797756167218,0.6397058823529411,0.9560439560439561,0.7665198237885462,0.0537280701754386,0.9756964526701368,0.7125747294209941,863,49,4,87
drop_timing_seq,xgb_per_bssid,RogueAP_35.csv,RogueAP_39.csv,best_f1,129,1003,130,0.7235630869865434,0.6813186813186813,0.9538461538461539,0.7948717948717948,0.06643757159221077,0.9738655388139924,0.8246132915644082,815,58,6,124
drop_timing_seq,xgb_per_bssid,RogueAP_35.csv,RogueAP_39.csv,fpr_le_0.20,129,1003,130,0.8619748950004578,0.6781609195402298,0.9076923076923077,0.7763157894736842,0.06414662084765177,0.9738655388139924,0.8246132915644082,817,56,12,118
drop_timing_seq,rf_per_bssid,RogueAP_35.csv,RogueAP_39.csv,best_f1,129,1003,130,0.6367032051104483,0.6547619047619048,0.8461538461538461,0.738255033557047,0.06643757159221077,0.9621376332716538,0.7383762889423632,815,58,20,110
